PersonID,FullName,PreferredName,SearchName,IsPermittedToLogon,LogonName,IsExternalLogonProvider,IsSystemUser,IsEmployee,IsSalesperson,UserPreferences,PhoneNumber,FaxNumber,EmailAddress,CustomFields,OtherLanguages,LastEditedBy,ValidFrom,ValidTo
1207,Laboni Deb,Laboni,Laboni Laboni Deb,TRUE,laboni@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(207) 555-0100,(207) 555-0101,laboni@tailspintoys.com,,,1,42521.96806,2958466
1208,Antonin Klaus,Antonin,Antonin Antonin Klaus,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(207) 555-0100,(207) 555-0101,antonin@tailspintoys.com,,,1,41275,2958466
1209,Sung-Hwan Hwang,Sung-Hwan,Sung-Hwan Sung-Hwan Hwang,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(228) 555-0100,(228) 555-0101,sung-hwan@tailspintoys.com,,,1,41275,2958466
1210,Reigo Rebane,Reigo,Reigo Reigo Rebane,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(228) 555-0100,(228) 555-0101,reigo@tailspintoys.com,,,1,41275,2958466
1211,Shiva Pipalia,Shiva,Shiva Shiva Pipalia,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(480) 555-0100,(480) 555-0101,shiva@tailspintoys.com,,,1,41275,2958466
1212,Aishwarya Beniwal,Aishwarya,Aishwarya Aishwarya Beniwal,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(480) 555-0100,(480) 555-0101,aishwarya@tailspintoys.com,,,1,41275,2958466
1213,Karie Mercier,Karie,Karie Karie Mercier,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(209) 555-0100,(209) 555-0101,karie@tailspintoys.com,,,1,41275,2958466
1214,Milada Buresova,Milada,Milada Milada Buresova,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(209) 555-0100,(209) 555-0101,milada@tailspintoys.com,,,1,41275,2958466
1215,Bhanu Thota,Bhanu,Bhanu Bhanu Thota,TRUE,bhanu@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""ui-darkness"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(314) 555-0100,(314) 555-0101,bhanu@tailspintoys.com,,,1,42521.96806,2958466
1216,Cyrus Poursokh,Cyrus,Cyrus Cyrus Poursokh,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(314) 555-0100,(314) 555-0101,cyrus@tailspintoys.com,,,1,41275,2958466
1217,Ae-Cha Joo,Ae-Cha,Ae-Cha Ae-Cha Joo,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(209) 555-0100,(209) 555-0101,ae-cha@tailspintoys.com,,,1,41275,2958466
1218,Jawid Pourali,Jawid,Jawid Jawid Pourali,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(209) 555-0100,(209) 555-0101,jawid@tailspintoys.com,,,1,41275,2958466
1219,Dinara Saparkyzy,Dinara,Dinara Dinara Saparkyzy,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(219) 555-0100,(219) 555-0101,dinara@tailspintoys.com,,,1,41275,2958466
1220,Karel Sedlar,Karel,Karel Karel Sedlar,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(219) 555-0100,(219) 555-0101,karel@tailspintoys.com,,,1,41275,2958466
1221,Adam Dvorak,Adam,Adam Adam Dvorak,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(239) 555-0100,(239) 555-0101,adam@tailspintoys.com,,,1,41275,2958466
1222,Dhanishta Vankayala,Dhanishta,Dhanishta Dhanishta Vankayala,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(239) 555-0100,(239) 555-0101,dhanishta@tailspintoys.com,,,1,41275,2958466
1223,Ingrida Celmina,Ingrida,Ingrida Ingrida Celmina,TRUE,ingrida@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""le-frog"",""dateFormat"":""DD, MM d, yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(316) 555-0100,(316) 555-0101,ingrida@tailspintoys.com,,,1,42521.96806,2958466
1224,Be Dang,Be,Be Be Dang,TRUE,be@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""black-tie"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(316) 555-0100,(316) 555-0101,be@tailspintoys.com,,,1,42521.96806,2958466
1225,Jae-Hwa Jang,Jae-Hwa,Jae-Hwa Jae-Hwa Jang,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(505) 555-0100,(505) 555-0101,jae-hwa@tailspintoys.com,,,1,41275,2958466
1226,Clara Cunha,Clara,Clara Clara Cunha,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(505) 555-0100,(505) 555-0101,clara@tailspintoys.com,,,1,41275,2958466
1227,Duck-Hwan Bae,Duck-Hwan,Duck-Hwan Duck-Hwan Bae,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(803) 555-0100,(803) 555-0101,duck-hwan@tailspintoys.com,,,1,41275,2958466
1228,Surya Mishra,Surya,Surya Surya Mishra,TRUE,surya@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(803) 555-0100,(803) 555-0101,surya@tailspintoys.com,,,1,42521.96806,2958466
1229,Jagoda Vasiljevic,Jagoda,Jagoda Jagoda Vasiljevic,TRUE,jagoda@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(252) 555-0100,(252) 555-0101,jagoda@tailspintoys.com,,,1,42521.96806,2958466
1230,Eero Raud,Eero,Eero Eero Raud,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(252) 555-0100,(252) 555-0101,eero@tailspintoys.com,,,1,41275,2958466
1231,Toma Nastase,Toma,Toma Toma Nastase,TRUE,toma@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""black-tie"",""dateFormat"":""yy-mm-dd"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(787) 555-0100,(787) 555-0101,toma@tailspintoys.com,,,1,42521.96806,2958466
1232,Arjuna Haldar,Arjuna,Arjuna Arjuna Haldar,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(787) 555-0100,(787) 555-0101,arjuna@tailspintoys.com,,,1,41275,2958466
1233,Valerio Cardoso,Valerio,Valerio Valerio Cardoso,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(385) 555-0100,(385) 555-0101,valerio@tailspintoys.com,,,1,41275,2958466
1234,Zac Wintle,Zac,Zac Zac Wintle,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(385) 555-0100,(385) 555-0101,zac@tailspintoys.com,,,1,41275,2958466
1235,Ileana Aguilar,Ileana,Ileana Ileana Aguilar,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(207) 555-0100,(207) 555-0101,ileana@tailspintoys.com,,,1,41275,2958466
1236,Cai Nguyen,Cai,Cai Cai Nguyen,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(207) 555-0100,(207) 555-0101,cai@tailspintoys.com,,,1,41275,2958466
1237,Tjasa Weitzer,Tjasa,Tjasa Tjasa Weitzer,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(229) 555-0100,(229) 555-0101,tjasa@tailspintoys.com,,,1,41275,2958466
1238,Shefali Bose,Shefali,Shefali Shefali Bose,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(229) 555-0100,(229) 555-0101,shefali@tailspintoys.com,,,1,41275,2958466
1239,Lucas Van Veenen,Lucas,Lucas Lucas Van Veenen,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(216) 555-0100,(216) 555-0101,lucas@tailspintoys.com,,,1,41275,2958466
1240,Farzana Saidi,Farzana,Farzana Farzana Saidi,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(216) 555-0100,(216) 555-0101,farzana@tailspintoys.com,,,1,41275,2958466
1241,Steven Frasier,Steven,Steven Steven Frasier,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,steven@tailspintoys.com,,,1,41275,2958466
1242,Amaranaath Muppavarapu,Amaranaath,Amaranaath Amaranaath Muppavarapu,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,amaranaath@tailspintoys.com,,,1,41275,2958466
1243,Mauri Enestam,Mauri,Mauri Mauri Enestam,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(303) 555-0100,(303) 555-0101,mauri@tailspintoys.com,,,1,41275,2958466
1244,Lakshmi Nair,Lakshmi,Lakshmi Lakshmi Nair,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(303) 555-0100,(303) 555-0101,lakshmi@tailspintoys.com,,,1,41275,2958466
1245,Ella Zvirbule,Ella,Ella Ella Zvirbule,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,ella@tailspintoys.com,,,1,41275,2958466
1246,Vicente ChÃ¡vez,Vicente,Vicente Vicente ChÃ¡vez,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,vicente@tailspintoys.com,,,1,41275,2958466
1247,Sevim AydÄ±n,Sevim,Sevim Sevim AydÄ±n,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(216) 555-0100,(216) 555-0101,sevim@tailspintoys.com,,,1,41275,2958466
1248,Tamer Ayhan,Tamer,Tamer Tamer Ayhan,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(216) 555-0100,(216) 555-0101,tamer@tailspintoys.com,,,1,41275,2958466
1249,Blanka Stavinohova,Blanka,Blanka Blanka Stavinohova,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(304) 555-0100,(304) 555-0101,blanka@tailspintoys.com,,,1,41275,2958466
1250,Josefa Diaz,Josefa,Josefa Josefa Diaz,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(304) 555-0100,(304) 555-0101,josefa@tailspintoys.com,,,1,41275,2958466
1251,Akanksha Iyengar,Akanksha,Akanksha Akanksha Iyengar,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(201) 555-0100,(201) 555-0101,akanksha@tailspintoys.com,,,1,41275,2958466
1252,Markus Kantee,Markus,Markus Markus Kantee,TRUE,markus@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""black-tie"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(201) 555-0100,(201) 555-0101,markus@tailspintoys.com,,,1,42521.96806,2958466
1253,Kertu Smirnov,Kertu,Kertu Kertu Smirnov,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(206) 555-0100,(206) 555-0101,kertu@tailspintoys.com,,,1,41275,2958466
1254,Lovro Kulaga,Lovro,Lovro Lovro Kulaga,TRUE,lovro@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""blitzer"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(206) 555-0100,(206) 555-0101,lovro@tailspintoys.com,,,1,42521.96806,2958466
1255,Jure Grabensek,Jure,Jure Jure Grabensek,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(303) 555-0100,(303) 555-0101,jure@tailspintoys.com,,,1,41275,2958466
1256,Chompunut Jetjirawat,Chompunut,Chompunut Chompunut Jetjirawat,TRUE,chompunut@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""dark-hive"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(303) 555-0100,(303) 555-0101,chompunut@tailspintoys.com,,,1,42521.96806,2958466
1257,Javiera Madera,Javiera,Javiera Javiera Madera,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(231) 555-0100,(231) 555-0101,javiera@tailspintoys.com,,,1,41275,2958466
1258,Geetanjali Bagchi,Geetanjali,Geetanjali Geetanjali Bagchi,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(231) 555-0100,(231) 555-0101,geetanjali@tailspintoys.com,,,1,41275,2958466
1259,Aija Mottola,Aija,Aija Aija Mottola,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(201) 555-0100,(201) 555-0101,aija@tailspintoys.com,,,1,41275,2958466
1260,Elli Berg,Elli,Elli Elli Berg,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(201) 555-0100,(201) 555-0101,elli@tailspintoys.com,,,1,41275,2958466
1261,Darshan Gupta,Darshan,Darshan Darshan Gupta,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(907) 555-0100,(907) 555-0101,darshan@tailspintoys.com,,,1,41275,2958466
1262,Prem Reddy,Prem,Prem Prem Reddy,TRUE,prem@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""humanity"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(907) 555-0100,(907) 555-0101,prem@tailspintoys.com,,,1,42521.96806,2958466
1263,Akanksha Sarma,Akanksha,Akanksha Akanksha Sarma,TRUE,akanksha@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""dark-hive"",""dateFormat"":""DD, MM d, yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(208) 555-0100,(208) 555-0101,akanksha@tailspintoys.com,,,1,42521.96806,2958466
1264,Edward Alfred,Edward,Edward Edward Alfred,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(208) 555-0100,(208) 555-0101,edward@tailspintoys.com,,,1,41275,2958466
1265,Aino Kallas,Aino,Aino Aino Kallas,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,aino@tailspintoys.com,,,1,41275,2958466
1266,Dhaaruni Vinjamuri,Dhaaruni,Dhaaruni Dhaaruni Vinjamuri,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,dhaaruni@tailspintoys.com,,,1,41275,2958466
1267,An Dung Phung,An Dung,An Dung An Dung Phung,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(239) 555-0100,(239) 555-0101,an dung@tailspintoys.com,,,1,41275,2958466
1268,Ioana Ibanescu,Ioana,Ioana Ioana Ibanescu,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(239) 555-0100,(239) 555-0101,ioana@tailspintoys.com,,,1,41275,2958466
1269,Gaurav Sikdar,Gaurav,Gaurav Gaurav Sikdar,TRUE,gaurav@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(314) 555-0100,(314) 555-0101,gaurav@tailspintoys.com,,,1,42521.96806,2958466
1270,Christian Berggren,Christian,Christian Christian Berggren,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(314) 555-0100,(314) 555-0101,christian@tailspintoys.com,,,1,41275,2958466
1271,Anirban Sen,Anirban,Anirban Anirban Sen,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(702) 555-0100,(702) 555-0101,anirban@tailspintoys.com,,,1,41275,2958466
1272,Joel Koivisto,Joel,Joel Joel Koivisto,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(702) 555-0100,(702) 555-0101,joel@tailspintoys.com,,,1,41275,2958466
1273,Chandrakanta Benjaree,Chandrakanta,Chandrakanta Chandrakanta Benjaree,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(385) 555-0100,(385) 555-0101,chandrakanta@tailspintoys.com,,,1,41275,2958466
1274,Joy Das,Joy,Joy Joy Das,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(385) 555-0100,(385) 555-0101,joy@tailspintoys.com,,,1,41275,2958466
1275,Badari Chadalavada,Badari,Badari Badari Chadalavada,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(252) 555-0100,(252) 555-0101,badari@tailspintoys.com,,,1,41275,2958466
1276,Zala Ude,Zala,Zala Zala Ude,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(252) 555-0100,(252) 555-0101,zala@tailspintoys.com,,,1,41275,2958466
1277,Gabriele Udinesi,Gabriele,Gabriele Gabriele Udinesi,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(803) 555-0100,(803) 555-0101,gabriele@tailspintoys.com,,,1,41275,2958466
1278,Murugan Dewangan,Murugan,Murugan Murugan Dewangan,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(803) 555-0100,(803) 555-0101,murugan@tailspintoys.com,,,1,41275,2958466
1279,Malay PrabhupÄda,Malay,Malay Malay PrabhupÄda,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(316) 555-0100,(316) 555-0101,malay@tailspintoys.com,,,1,41275,2958466
1280,Nghi Ly,Nghi,Nghi Nghi Ly,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(316) 555-0100,(316) 555-0101,nghi@tailspintoys.com,,,1,41275,2958466
1281,Hedi Koppel,Hedi,Hedi Hedi Koppel,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(314) 555-0100,(314) 555-0101,hedi@tailspintoys.com,,,1,41275,2958466
1282,Teodors Klavins,Teodors,Teodors Teodors Klavins,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(314) 555-0100,(314) 555-0101,teodors@tailspintoys.com,,,1,41275,2958466
1283,Denisa Ioveanu,Denisa,Denisa Denisa Ioveanu,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(907) 555-0100,(907) 555-0101,denisa@tailspintoys.com,,,1,41275,2958466
1284,Cosmin Nutiu,Cosmin,Cosmin Cosmin Nutiu,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(907) 555-0100,(907) 555-0101,cosmin@tailspintoys.com,,,1,41275,2958466
1285,Vaclav Polaskova,Vaclav,Vaclav Vaclav Polaskova,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(216) 555-0100,(216) 555-0101,vaclav@tailspintoys.com,,,1,41275,2958466
1286,Georg Valbe,Georg,Georg Georg Valbe,TRUE,georg@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""le-frog"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full_numbers"",""pageLength"": 25},""favoritesOnDashboard"":true}",(216) 555-0100,(216) 555-0101,georg@tailspintoys.com,,,1,42521.96806,2958466
1287,Pramod Nishad,Pramod,Pramod Pramod Nishad,TRUE,pramod@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""black-tie"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""full"",""pageLength"": 50},""favoritesOnDashboard"":true}",(225) 555-0100,(225) 555-0101,pramod@tailspintoys.com,,,1,42521.96806,2958466
1288,Avani Aggarwal,Avani,Avani Avani Aggarwal,TRUE,avani@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""ui-darkness"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(225) 555-0100,(225) 555-0101,avani@tailspintoys.com,,,1,42521.96806,2958466
1289,Prasong Tuntayakul,Prasong,Prasong Prasong Tuntayakul,TRUE,prasong@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""blitzer"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(201) 555-0100,(201) 555-0101,prasong@tailspintoys.com,,,1,42521.96806,2958466
1290,Mariela Pasek,Mariela,Mariela Mariela Pasek,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(201) 555-0100,(201) 555-0101,mariela@tailspintoys.com,,,1,41275,2958466
1291,Aija Zvaigzne,Aija,Aija Aija Zvaigzne,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(205) 555-0100,(205) 555-0101,aija@tailspintoys.com,,,1,41275,2958466
1292,Dharanikumaar Sonti,Dharanikumaar,Dharanikumaar Dharanikumaar Sonti,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(205) 555-0100,(205) 555-0101,dharanikumaar@tailspintoys.com,,,1,41275,2958466
1293,Gilbert Pelland,Gilbert,Gilbert Gilbert Pelland,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(406) 555-0100,(406) 555-0101,gilbert@tailspintoys.com,,,1,41275,2958466
1294,Ngoc Cao,Ngoc,Ngoc Ngoc Cao,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(406) 555-0100,(406) 555-0101,ngoc@tailspintoys.com,,,1,41275,2958466
1295,Marcella Napolitani,Marcella,Marcella Marcella Napolitani,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(262) 555-0100,(262) 555-0101,marcella@tailspintoys.com,,,1,41275,2958466
1296,Pavol Oravec,Pavol,Pavol Pavol Oravec,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(262) 555-0100,(262) 555-0101,pavol@tailspintoys.com,,,1,41275,2958466
1297,Femke Hollenberg,Femke,Femke Femke Hollenberg,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,femke@tailspintoys.com,,,1,41275,2958466
1298,Roman Kubat,Roman,Roman Roman Kubat,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,roman@tailspintoys.com,,,1,41275,2958466
1299,Brita Jarvi,Brita,Brita Brita Jarvi,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,brita@tailspintoys.com,,,1,41275,2958466
1300,Lucie Hrdlickova,Lucie,Lucie Lucie Hrdlickova,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(212) 555-0100,(212) 555-0101,lucie@tailspintoys.com,,,1,41275,2958466
1301,Donato Araujo,Donato,Donato Donato Araujo,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(480) 555-0100,(480) 555-0101,donato@tailspintoys.com,,,1,41275,2958466
1302,Alaine Berthelette,Alaine,Alaine Alaine Berthelette,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(480) 555-0100,(480) 555-0101,alaine@tailspintoys.com,,,1,41275,2958466
1303,Aleksander Jarvi,Aleksander,Aleksander Aleksander Jarvi,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(406) 555-0100,(406) 555-0101,aleksander@tailspintoys.com,,,1,41275,2958466
1304,Kurt Konecny,Kurt,Kurt Kurt Konecny,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(406) 555-0100,(406) 555-0101,kurt@tailspintoys.com,,,1,41275,2958466
1305,Malati Shenoy,Malati,Malati Malati Shenoy,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,malati@tailspintoys.com,,,1,41275,2958466
1306,Duong Duong,Duong,Duong Duong Duong,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,duong@tailspintoys.com,,,1,41275,2958466
1307,Gui-Hyun Ji,Gui-Hyun,Gui-Hyun Gui-Hyun Ji,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,gui-hyun@tailspintoys.com,,,1,41275,2958466
1308,Karl Kangur,Karl,Karl Karl Kangur,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,karl@tailspintoys.com,,,1,41275,2958466
1309,Michal Polaskova,Michal,Michal Michal Polaskova,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(262) 555-0100,(262) 555-0101,michal@tailspintoys.com,,,1,41275,2958466
1310,Debendra Chakraborty,Debendra,Debendra Debendra Chakraborty,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(262) 555-0100,(262) 555-0101,debendra@tailspintoys.com,,,1,41275,2958466
1311,Dilara Ayhan,Dilara,Dilara Dilara Ayhan,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(210) 555-0100,(210) 555-0101,dilara@tailspintoys.com,,,1,41275,2958466
1312,Virgiliu Vladu,Virgiliu,Virgiliu Virgiliu Vladu,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(210) 555-0100,(210) 555-0101,virgiliu@tailspintoys.com,,,1,41275,2958466
1313,Peter Macias,Peter,Peter Peter Macias,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(205) 555-0100,(205) 555-0101,peter@tailspintoys.com,,,1,41275,2958466
1314,Nasrin Fard,Nasrin,Nasrin Nasrin Fard,TRUE,nasrin@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""le-frog"",""dateFormat"":""dd/mm/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple"",""pageLength"": 10},""favoritesOnDashboard"":true}",(205) 555-0100,(205) 555-0101,nasrin@tailspintoys.com,,,1,42521.96806,2958466
1315,Kurt Lukes,Kurt,Kurt Kurt Lukes,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(225) 555-0100,(225) 555-0101,kurt@tailspintoys.com,,,1,41275,2958466
1316,Daman Devulapalli,Daman,Daman Daman Devulapalli,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(225) 555-0100,(225) 555-0101,daman@tailspintoys.com,,,1,41275,2958466
1317,Beatrise Bite,Beatrise,Beatrise Beatrise Bite,FALSE,NO LOGON,FALSE,FALSE,FALSE,FALSE,,(218) 555-0100,(218) 555-0101,beatrise@tailspintoys.com,,,1,41275,2958466
1318,Hele Semjonov,Hele,Hele Hele Semjonov,TRUE,hele@tailspintoys.com,FALSE,FALSE,FALSE,FALSE,"{""theme"":""humanity"",""dateFormat"":""mm/dd/yy"",""timeZone"": ""PST"",""table"":{""pagingType"":""simple_numbers"",""pageLength"": 10},""favoritesOnDashboard"":true}",(218) 555-0100,(218) 555-0101,hele@tailspintoys.com,,,1,42521.96806,2958466
